analysis_tier,dataset,model,corruption_scope,severity,method,bin,lower,upper,count,confidence,accuracy,mean_ece_from_metrics,std_ece_from_metrics,n_replicates,source_condition_count
secondary/exploratory,hushem,resnet50,clean,0,temperature,2,0.13333333333333333,0.2,0,,,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,3,0.2,0.26666666666666666,0,,,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,4,0.26666666666666666,0.3333333333333333,0,,,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,5,0.3333333333333333,0.4,3,0.36001288890838623,0.3333333333333333,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,6,0.4,0.4666666666666667,11,0.42520222338763153,0.8181818181818182,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,7,0.4666666666666667,0.5333333333333333,10,0.49783610701560976,0.6,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,8,0.5333333333333333,0.6,12,0.5715091476837794,0.5,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,9,0.6,0.6666666666666666,7,0.6315492902483258,0.7142857142857143,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,10,0.6666666666666666,0.7333333333333333,14,0.7007638173443931,0.7142857142857143,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,11,0.7333333333333333,0.8,17,0.7723807096481323,0.8235294117647058,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,12,0.8,0.8666666666666667,20,0.8314254432916641,0.95,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,13,0.8666666666666667,0.9333333333333333,28,0.9038208446332386,0.9642857142857143,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,clean,0,temperature,14,0.9333333333333333,1.0,94,0.9774858127249048,0.9574468085106383,0.1535291393891953,0.04386259605338971,5,5
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,0,0.0,0.06666666666666667,0,,,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,1,0.06666666666666667,0.13333333333333333,0,,,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,2,0.13333333333333333,0.2,0,,,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,3,0.2,0.26666666666666666,0,,,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,4,0.26666666666666666,0.3333333333333333,10,0.31386384665966033,0.4,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,5,0.3333333333333333,0.4,42,0.3740991602341334,0.5476190476190477,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,6,0.4,0.4666666666666667,90,0.434919806321462,0.4888888888888889,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,7,0.4666666666666667,0.5333333333333333,124,0.49802336673582753,0.5161290322580645,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,8,0.5333333333333333,0.6,120,0.5675762578845024,0.6416666666666667,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,9,0.6,0.6666666666666666,111,0.6343644443932954,0.6936936936936937,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,10,0.6666666666666666,0.7333333333333333,131,0.7013423188042095,0.7251908396946565,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,11,0.7333333333333333,0.8,133,0.7685727320219341,0.7819548872180451,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,12,0.8,0.8666666666666667,151,0.8352629277879828,0.8410596026490066,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,13,0.8666666666666667,0.9333333333333333,243,0.9008197286492022,0.9053497942386831,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,raw_softmax,14,0.9333333333333333,1.0,357,0.9687245701875339,0.9635854341736695,0.15158142138107128,0.02080184997871997,5,35
secondary/exploratory,hushem,resnet50,pooled_7_device_corruptions,3,temperature,0,0.0,0.06666666666666667,0,,,0.16914201316625388,0.02733289238781481,5,35
