analysis_tier,dataset,model,corruption_scope,severity,method,metric,signal_label,n_replicates,mean,std,clean_mean,frozen_cutoff,normalized_mean,normalized_std,crossing_severity
secondary/exploratory,hushem,resnet50,motion_blur,3,raw_softmax,accuracy,Accuracy,5,0.7219873150105708,0.0762053078761884,0.8654334038054967,0.8154334038054967,2.868921775898516,1.5241061575237667,2.0
secondary/exploratory,hushem,resnet50,motion_blur,4,raw_softmax,accuracy,Accuracy,5,0.5832980972515857,0.06383062648475687,0.8654334038054967,0.8154334038054967,5.642706131078216,1.2766125296951363,2.0
secondary/exploratory,hushem,resnet50,motion_blur,5,raw_softmax,accuracy,Accuracy,5,0.5319238900634249,0.09299442182375396,0.8654334038054967,0.8154334038054967,6.67019027484143,1.8598884364750776,2.0
secondary/exploratory,hushem,resnet50,motion_blur,0,raw_softmax,ece,ECE,5,0.13218638327358637,0.042488959005374076,0.13218638327358637,0.26437276654717273,0.0,0.32143219258397143,
secondary/exploratory,hushem,resnet50,motion_blur,1,raw_softmax,ece,ECE,5,0.12661810964660963,0.05161831177754638,0.13218638327358637,0.26437276654717273,-0.04212441167598987,0.3904964376755197,
secondary/exploratory,hushem,resnet50,motion_blur,2,raw_softmax,ece,ECE,5,0.13845526302591687,0.031707466289762204,0.13218638327358637,0.26437276654717273,0.047424550071513784,0.2398693837029886,
secondary/exploratory,hushem,resnet50,motion_blur,3,raw_softmax,ece,ECE,5,0.18602161061562134,0.0270543247424785,0.13218638327358637,0.26437276654717273,0.4072675718089065,0.20466801551324784,
secondary/exploratory,hushem,resnet50,motion_blur,4,raw_softmax,ece,ECE,5,0.23108011997968397,0.042043693445223546,0.13218638327358637,0.26437276654717273,0.7481386074495818,0.318063724901268,
secondary/exploratory,hushem,resnet50,motion_blur,5,raw_softmax,ece,ECE,5,0.1842547999029431,0.028037930968942353,0.13218638327358637,0.26437276654717273,0.3939015149661116,0.2121090711053967,
secondary/exploratory,hushem,resnet50,motion_blur,0,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.41389878988265993,0.07404948582141009,0.41389878988265993,0.8277975797653199,0.0,0.17890722957272495,4.0
secondary/exploratory,hushem,resnet50,motion_blur,1,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.5124624788761138,0.07942701312919208,0.41389878988265993,0.8277975797653199,0.23813476000110234,0.19189960219915017,4.0
secondary/exploratory,hushem,resnet50,motion_blur,2,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.5683513224124909,0.0889135743896894,0.41389878988265993,0.8277975797653199,0.37316497729702985,0.21481960460646998,4.0
secondary/exploratory,hushem,resnet50,motion_blur,3,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.6535099506378174,0.12268246141474046,0.41389878988265993,0.8277975797653199,0.5789124457771114,0.29640691012776543,4.0
secondary/exploratory,hushem,resnet50,motion_blur,4,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.831006646156311,0.11432059686379338,0.41389878988265993,0.8277975797653199,1.0077532635258513,0.27620423074008793,4.0
secondary/exploratory,hushem,resnet50,motion_blur,5,raw_softmax,mean_predictive_entropy,Predictive entropy,5,1.0045906066894532,0.062465947657204875,0.41389878988265993,0.8277975797653199,1.4271407195325554,0.15092082698505577,4.0
secondary/exploratory,hushem,resnet50,motion_blur,0,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.08571428571428567,0.07284313590846836,0.08571428571428567,0.17142857142857135,0.0,0.8498365855987979,2.0
secondary/exploratory,hushem,resnet50,motion_blur,1,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.10841269841269836,0.055247444930311404,0.08571428571428567,0.17142857142857135,0.26481481481481484,0.6445535241869667,2.0
secondary/exploratory,hushem,resnet50,motion_blur,2,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.1763492063492063,0.047699667204800573,0.08571428571428567,0.17142857142857135,1.057407407407408,0.5564961173893402,2.0
secondary/exploratory,hushem,resnet50,motion_blur,3,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.21079365079365076,0.10876433248154567,0.08571428571428567,0.17142857142857135,1.45925925925926,1.2689172122847001,2.0
secondary/exploratory,hushem,resnet50,motion_blur,4,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.3807936507936508,0.05992037212178255,0.08571428571428567,0.17142857142857135,3.4425925925925944,0.6990710080874634,2.0
secondary/exploratory,hushem,resnet50,motion_blur,5,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.42682539682539683,0.09950811248075954,0.08571428571428567,0.17142857142857135,3.979629629629632,1.1609279789421951,2.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,0,aps,conformal_coverage,APS coverage,3,0.9577777777777777,0.010715167512214404,0.9577777777777777,0.85,-0.0,0.09941908001023676,5.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,aps,conformal_coverage,APS coverage,3,0.9633333333333333,0.015275252316519494,0.9577777777777777,0.85,-0.05154639175257715,0.14172914520482008,5.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,aps,conformal_coverage,APS coverage,3,0.9622222222222222,0.0138777733297742,0.9577777777777777,0.85,-0.04123711340206213,0.12876284532780188,5.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,aps,conformal_coverage,APS coverage,3,0.9611111111111112,0.006938886664887149,0.9577777777777777,0.85,-0.030927835051548145,0.0643814226639014,5.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,aps,conformal_coverage,APS coverage,3,0.8944444444444444,0.033719979789985546,0.9577777777777777,0.85,0.5876288659793818,0.31286579186584534,5.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,aps,conformal_coverage,APS coverage,3,0.8088888888888889,0.05357583756107196,0.9577777777777777,0.85,1.3814432989690721,0.49709540005118324,5.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,0,raw_softmax,accuracy,Accuracy,3,0.8888888888888888,0.016442942874387495,0.8888888888888888,0.8388888888888888,-0.0,0.3288588574877496,2.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,raw_softmax,accuracy,Accuracy,3,0.8788888888888889,0.013471506281091315,0.8888888888888888,0.8388888888888888,0.1999999999999978,0.26943012562182606,2.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,raw_softmax,accuracy,Accuracy,3,0.8366666666666666,0.032145502536643174,0.8888888888888888,0.8388888888888888,1.0444444444444447,0.6429100507328629,2.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,raw_softmax,accuracy,Accuracy,3,0.7799999999999999,0.0448454134902457,0.8888888888888888,0.8388888888888888,2.1777777777777767,0.8969082698049132,2.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,raw_softmax,accuracy,Accuracy,3,0.59,0.11666666666666668,0.8888888888888888,0.8388888888888888,5.9777777777777725,2.3333333333333317,2.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,raw_softmax,accuracy,Accuracy,3,0.45444444444444443,0.10007404665953513,0.8888888888888888,0.8388888888888888,8.688888888888881,2.001480933190701,2.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,0,raw_softmax,ece,ECE,3,0.03958280318313167,0.0059184862295023335,0.03958280318313167,0.07916560636626334,0.0,0.14952165469737408,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,raw_softmax,ece,ECE,3,0.0536047214931911,0.003760819271078931,0.03958280318313167,0.07916560636626334,0.3542426807213824,0.09501144357258698,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,raw_softmax,ece,ECE,3,0.060699713726838404,0.0028283159734489908,0.03958280318313167,0.07916560636626334,0.5334869904490688,0.07145315000465369,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,raw_softmax,ece,ECE,3,0.07946797172228491,0.03110694125748751,0.03958280318313167,0.07916560636626334,1.0076388060396497,0.785870093979191,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,raw_softmax,ece,ECE,3,0.2397971834076775,0.14416741963288848,0.03958280318313167,0.07916560636626334,5.058115245103909,3.642173066063342,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,raw_softmax,ece,ECE,3,0.40669520490699346,0.1781528770366263,0.03958280318313167,0.07916560636626334,9.274542786305439,4.500764541924779,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,0,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.21680468817551923,0.032669039399142466,0.21680468817551923,0.43360937635103847,0.0,0.15068419264390856,4.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.2788824240366617,0.013863879254256138,0.21680468817551923,0.43360937635103847,0.28633022829693605,0.06394639973390388,4.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.3253016074498494,0.013728769228593528,0.21680468817551923,0.43360937635103847,0.5004362229773093,0.0633232119846001,4.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.41856089234352106,0.027503458430482082,0.21680468817551923,0.43360937635103847,0.9305896743554984,0.12685822738397623,4.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.4418627421061198,0.06295327296178226,0.21680468817551923,0.43360937635103847,1.0380682070324958,0.2903685962308019,4.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.3683832436800003,0.17363317689214597,0.21680468817551923,0.43360937635103847,0.6991479602220002,0.8008737188910658,4.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,0,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.05416666666666664,0.014433756729740645,0.05416666666666664,0.10833333333333328,0.0,0.26646935501059665,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.08055555555555549,0.002405626121623463,0.05416666666666664,0.10833333333333328,0.4871794871794867,0.04441155916843319,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.0930555555555555,0.002405626121623456,0.05416666666666664,0.10833333333333328,0.7179487179487178,0.04441155916843306,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.16249999999999995,0.05204164998665332,0.05416666666666664,0.10833333333333328,2.0000000000000004,0.9607689228305233,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.37361111111111106,0.14107310293025516,0.05416666666666664,0.10833333333333328,5.8974358974359,2.604426515635481,3.0
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.5180555555555556,0.11306442771630174,0.05416666666666664,0.10833333333333328,8.56410256410257,2.0873432809163406,3.0
secondary/exploratory,smids,resnet50,motion_blur,0,aps,conformal_coverage,APS coverage,5,0.9773333333333334,0.013824294235551829,0.9773333333333334,0.85,-0.0,0.10856775577658498,
secondary/exploratory,smids,resnet50,motion_blur,1,aps,conformal_coverage,APS coverage,5,0.9813333333333333,0.01282358937444757,0.9773333333333334,0.85,-0.031413612565444164,0.10070881707681331,
secondary/exploratory,smids,resnet50,motion_blur,2,aps,conformal_coverage,APS coverage,5,0.9800000000000001,0.0117851130197758,0.9773333333333334,0.85,-0.020942408376963647,0.09255324361080466,
secondary/exploratory,smids,resnet50,motion_blur,3,aps,conformal_coverage,APS coverage,5,0.9846666666666668,0.007673909622147535,0.9773333333333334,0.85,-0.05759162303664981,0.060266305933095794,
secondary/exploratory,smids,resnet50,motion_blur,4,aps,conformal_coverage,APS coverage,5,0.9540000000000001,0.010381607668264969,0.9773333333333334,0.85,0.18324607329842907,0.08153095027433217,
secondary/exploratory,smids,resnet50,motion_blur,5,aps,conformal_coverage,APS coverage,5,0.892,0.02193424516848274,0.9773333333333334,0.85,0.6701570680628272,0.1722584699095502,
secondary/exploratory,smids,resnet50,motion_blur,0,raw_softmax,accuracy,Accuracy,5,0.8966666666666667,0.007071067811865407,0.8966666666666667,0.8466666666666667,-0.0,0.141421356237308,4.0
secondary/exploratory,smids,resnet50,motion_blur,1,raw_softmax,accuracy,Accuracy,5,0.8939999999999999,0.010381607668264979,0.8966666666666667,0.8466666666666667,0.05333333333333629,0.2076321533652994,4.0
secondary/exploratory,smids,resnet50,motion_blur,2,raw_softmax,accuracy,Accuracy,5,0.892,0.016599866130651654,0.8966666666666667,0.8466666666666667,0.09333333333333407,0.3319973226130328,4.0
secondary/exploratory,smids,resnet50,motion_blur,3,raw_softmax,accuracy,Accuracy,5,0.8626666666666667,0.005962847939999417,0.8966666666666667,0.8466666666666667,0.68,0.11925695879998824,4.0
secondary/exploratory,smids,resnet50,motion_blur,4,raw_softmax,accuracy,Accuracy,5,0.724,0.055547777233257094,0.8966666666666667,0.8466666666666667,3.453333333333332,1.110955544665141,4.0
secondary/exploratory,smids,resnet50,motion_blur,5,raw_softmax,accuracy,Accuracy,5,0.5700000000000001,0.049609586887124114,0.8966666666666667,0.8466666666666667,6.533333333333327,0.9921917377424814,4.0
secondary/exploratory,smids,resnet50,motion_blur,0,raw_softmax,ece,ECE,5,0.0468318364024162,0.010724334451363692,0.0468318364024162,0.0936636728048324,0.0,0.22899666712216285,4.0
secondary/exploratory,smids,resnet50,motion_blur,1,raw_softmax,ece,ECE,5,0.048556976219018236,0.008167028327925901,0.0468318364024162,0.0936636728048324,0.036836903037033825,0.17439052053710496,4.0
secondary/exploratory,smids,resnet50,motion_blur,2,raw_softmax,ece,ECE,5,0.049550048967202484,0.010056165121193065,0.0468318364024162,0.0936636728048324,0.05804198113072593,0.21472925030704618,4.0
secondary/exploratory,smids,resnet50,motion_blur,3,raw_softmax,ece,ECE,5,0.06248243691523864,0.009442905938114308,0.0468318364024162,0.0936636728048324,0.33418720501028604,0.2016343296251163,4.0
secondary/exploratory,smids,resnet50,motion_blur,4,raw_softmax,ece,ECE,5,0.13970143926143647,0.05006255708001714,0.0468318364024162,0.0936636728048324,1.983044227884022,1.0689855646453843,4.0
secondary/exploratory,smids,resnet50,motion_blur,5,raw_softmax,ece,ECE,5,0.29195142817497244,0.060509861511837765,0.0468318364024162,0.0936636728048324,5.234037582175825,1.2920668109593045,4.0
secondary/exploratory,smids,resnet50,motion_blur,0,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.18622796833515162,0.03649808680153978,0.18622796833515162,0.37245593667030324,0.0,0.19598606550791947,
secondary/exploratory,smids,resnet50,motion_blur,1,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.1945542901754379,0.03905287967512189,0.18622796833515162,0.37245593667030324,0.04471037253277407,0.20970469701328115,
secondary/exploratory,smids,resnet50,motion_blur,2,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.21080717146396633,0.04038445337803884,0.18622796833515162,0.37245593667030324,0.13198448841250252,0.21685493182935633,
secondary/exploratory,smids,resnet50,motion_blur,3,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.2548442125320434,0.049987910516225226,0.18622796833515162,0.37245593667030324,0.36845294941629925,0.26842321786093243,
secondary/exploratory,smids,resnet50,motion_blur,4,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.35835633873939515,0.04515880797877201,0.18622796833515162,0.37245593667030324,0.9242885047989502,0.24249208313060902,
secondary/exploratory,smids,resnet50,motion_blur,5,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.3572508871555328,0.04711621943526387,0.18622796833515162,0.37245593667030324,0.9183524921057715,0.25300291817859244,
secondary/exploratory,smids,resnet50,motion_blur,0,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.0483333333333333,0.008640183897219877,0.0483333333333333,0.0966666666666666,0.0,0.17876242545972174,4.0
secondary/exploratory,smids,resnet50,motion_blur,1,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.055833333333333304,0.008122328620674156,0.0483333333333333,0.0966666666666666,0.1551724137931037,0.16804817835877578,4.0
secondary/exploratory,smids,resnet50,motion_blur,2,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.0533333333333333,0.008014743359029745,0.0483333333333333,0.0966666666666666,0.10344827586206913,0.16582227639371896,4.0
secondary/exploratory,smids,resnet50,motion_blur,3,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.07999999999999999,0.01118033988749895,0.0483333333333333,0.0966666666666666,0.6551724137931044,0.23131737698273708,4.0
secondary/exploratory,smids,resnet50,motion_blur,4,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.22249999999999998,0.06099578765055104,0.0483333333333333,0.0966666666666666,3.603448275862072,1.2619818134596776,4.0
secondary/exploratory,smids,resnet50,motion_blur,5,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,5,0.40583333333333327,0.06644494379225219,0.0483333333333333,0.0966666666666666,7.396551724137936,1.3747229750121153,4.0
secondary/exploratory,smids,xception,motion_blur,0,aps,conformal_coverage,APS coverage,3,0.9866666666666667,0.005773502691896279,0.9866666666666667,0.85,-0.0,0.04224514164802154,5.0
secondary/exploratory,smids,xception,motion_blur,1,aps,conformal_coverage,APS coverage,3,0.9833333333333331,0.0,0.9866666666666667,0.85,0.024390243902441204,0.0,5.0
secondary/exploratory,smids,xception,motion_blur,2,aps,conformal_coverage,APS coverage,3,0.9855555555555556,0.007698003589194947,0.9866666666666667,0.85,0.008130081300812652,0.05632685553069472,5.0
secondary/exploratory,smids,xception,motion_blur,3,aps,conformal_coverage,APS coverage,3,0.9655555555555556,0.010183501544346326,0.9866666666666667,0.85,0.15447154471544688,0.07451342593424139,5.0
secondary/exploratory,smids,xception,motion_blur,4,aps,conformal_coverage,APS coverage,3,0.91,0.0033333333333332993,0.9866666666666667,0.85,0.5609756097560973,0.02439024390243877,5.0
secondary/exploratory,smids,xception,motion_blur,5,aps,conformal_coverage,APS coverage,3,0.8388888888888889,0.005091750772173152,0.9866666666666667,0.85,1.0813008130081299,0.03725671296712061,5.0
secondary/exploratory,smids,xception,motion_blur,0,raw_softmax,accuracy,Accuracy,3,0.8877777777777779,0.021688023662159054,0.8877777777777779,0.8377777777777778,-0.0,0.4337604732431807,3.0
secondary/exploratory,smids,xception,motion_blur,1,raw_softmax,accuracy,Accuracy,3,0.8577777777777778,0.00962250448649373,0.8877777777777779,0.8377777777777778,0.6000000000000022,0.19245008972987443,3.0
secondary/exploratory,smids,xception,motion_blur,2,raw_softmax,accuracy,Accuracy,3,0.8455555555555555,0.03097191081059187,0.8877777777777779,0.8377777777777778,0.8444444444444469,0.6194382162118368,3.0
secondary/exploratory,smids,xception,motion_blur,3,raw_softmax,accuracy,Accuracy,3,0.8155555555555556,0.04286067004885756,0.8877777777777779,0.8377777777777778,1.4444444444444446,0.8572134009771505,3.0
secondary/exploratory,smids,xception,motion_blur,4,raw_softmax,accuracy,Accuracy,3,0.6422222222222222,0.026943012562182518,0.8877777777777779,0.8377777777777778,4.911111111111109,0.5388602512436499,3.0
secondary/exploratory,smids,xception,motion_blur,5,raw_softmax,accuracy,Accuracy,3,0.47,0.028480012484391738,0.8877777777777779,0.8377777777777778,8.35555555555555,0.5696002496878343,3.0
secondary/exploratory,smids,xception,motion_blur,0,raw_softmax,ece,ECE,3,0.051576605041821766,0.02328901129418406,0.051576605041821766,0.10315321008364353,0.0,0.4515421531777784,4.0
secondary/exploratory,smids,xception,motion_blur,1,raw_softmax,ece,ECE,3,0.05884276923206114,0.024602650679639147,0.051576605041821766,0.10315321008364353,0.1408810096040148,0.47701182851584883,4.0
secondary/exploratory,smids,xception,motion_blur,2,raw_softmax,ece,ECE,3,0.05151469763782283,0.022313304937113674,0.051576605041821766,0.10315321008364353,-0.0012003000963080011,0.43262453818006347,4.0
secondary/exploratory,smids,xception,motion_blur,3,raw_softmax,ece,ECE,3,0.04971155918306767,0.012222213159697326,0.051576605041821766,0.10315321008364353,-0.036160694509493094,0.2369720370269958,4.0
secondary/exploratory,smids,xception,motion_blur,4,raw_softmax,ece,ECE,3,0.14210628665155833,0.057645762105054225,0.051576605041821766,0.10315321008364353,1.7552470065900816,1.1176726746227514,4.0
secondary/exploratory,smids,xception,motion_blur,5,raw_softmax,ece,ECE,3,0.3267053387231297,0.0999064101425271,0.051576605041821766,0.10315321008364353,5.334370757016967,1.937048979115944,4.0
secondary/exploratory,smids,xception,motion_blur,0,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.28184684614340466,0.1500669198712702,0.28184684614340466,0.5636936922868093,0.0,0.5324413663827752,
secondary/exploratory,smids,xception,motion_blur,1,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.34807607034842175,0.1570773611657051,0.28184684614340466,0.5636936922868093,0.23498302397650186,0.5573145959056912,
secondary/exploratory,smids,xception,motion_blur,2,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.3839426686366399,0.16302368768824188,0.28184684614340466,0.5636936922868093,0.3622386551073505,0.5784123183173562,
secondary/exploratory,smids,xception,motion_blur,3,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.44841015338897705,0.14717260401405266,0.28184684614340466,0.5636936922868093,0.5909709813138175,0.5221722578338547,
secondary/exploratory,smids,xception,motion_blur,4,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.5296586553255717,0.13216464552032814,0.28184684614340466,0.5636936922868093,0.8792427964798991,0.46892362759696204,
secondary/exploratory,smids,xception,motion_blur,5,raw_softmax,mean_predictive_entropy,Predictive entropy,3,0.517045130332311,0.16979114567311696,0.28184684614340466,0.5636936922868093,0.8344896790835,0.6024234366870532,
secondary/exploratory,smids,xception,motion_blur,0,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.052777777777777764,0.01683938285136407,0.052777777777777764,0.10555555555555553,0.0,0.3190619908679509,3.0
secondary/exploratory,smids,xception,motion_blur,1,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.075,0.025,0.052777777777777764,0.10555555555555553,0.4210526315789477,0.47368421052631593,3.0
secondary/exploratory,smids,xception,motion_blur,2,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.09444444444444444,0.038714888513239884,0.052777777777777764,0.10555555555555553,0.7894736842105268,0.7335452560403348,3.0
secondary/exploratory,smids,xception,motion_blur,3,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.11388888888888887,0.052923774675715705,0.052777777777777764,0.10555555555555553,1.1578947368421055,1.002766257013561,3.0
secondary/exploratory,smids,xception,motion_blur,4,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.3055555555555555,0.03393553256352949,0.052777777777777764,0.10555555555555553,4.789473684210527,0.6429890380458221,3.0
secondary/exploratory,smids,xception,motion_blur,5,raw_softmax,risk_at_80_coverage,Selective risk @ 80%,3,0.5125,0.02886751345948128,0.052777777777777764,0.10555555555555553,8.710526315789476,0.5469634129164875,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,0,aps,conformal_coverage,APS coverage,5,0.9582452431289639,0.03827820942600411,0.9582452431289639,0.85,-0.0,0.35362486442382757,
secondary/exploratory,hushem,resnet50,gaussian_noise,1,aps,conformal_coverage,APS coverage,5,0.976955602536998,0.022994884450196592,0.9582452431289639,0.85,-0.17285156250000294,0.21243320986216807,
secondary/exploratory,hushem,resnet50,gaussian_noise,2,aps,conformal_coverage,APS coverage,5,0.9768498942917546,0.04028094486333907,0.9582452431289639,0.85,-0.17187500000000078,0.3721266976632698,
secondary/exploratory,hushem,resnet50,gaussian_noise,3,aps,conformal_coverage,APS coverage,5,0.9813953488372092,0.025475467790938004,0.9582452431289639,0.85,-0.21386718750000164,0.23534953642800185,
secondary/exploratory,hushem,resnet50,gaussian_noise,4,aps,conformal_coverage,APS coverage,5,0.9815010570824523,0.010343755703372612,0.9582452431289639,0.85,-0.21484375000000072,0.09555852436904791,
secondary/exploratory,hushem,resnet50,gaussian_noise,5,aps,conformal_coverage,APS coverage,5,0.9538054968287526,0.022866968283834537,0.9582452431289639,0.85,0.04101562499999868,0.2112514843408936,
secondary/exploratory,hushem,resnet50,gaussian_noise,0,raw_softmax,accuracy,Accuracy,5,0.8654334038054967,0.07816300968507428,0.8654334038054967,0.8154334038054967,-0.0,1.5632601937014843,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,1,raw_softmax,accuracy,Accuracy,5,0.8329809725158561,0.06085343748255502,0.8654334038054967,0.8154334038054967,0.6490486257928113,1.2170687496510992,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,2,raw_softmax,accuracy,Accuracy,5,0.833615221987315,0.054002327335674324,0.8654334038054967,0.8154334038054967,0.6363636363636344,1.0800465467134854,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,3,raw_softmax,accuracy,Accuracy,5,0.8102536997885835,0.04428721335838104,0.8654334038054967,0.8154334038054967,1.103594080338263,0.88574426716762,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,4,raw_softmax,accuracy,Accuracy,5,0.7405919661733615,0.05377423216394709,0.8654334038054967,0.8154334038054967,2.4968287526427013,1.0754846432789409,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,5,raw_softmax,accuracy,Accuracy,5,0.6200845665961945,0.09215309913805228,0.8654334038054967,0.8154334038054967,4.90697674418604,1.843061982761044,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,0,raw_softmax,ece,ECE,5,0.13218638327358637,0.042488959005374076,0.13218638327358637,0.26437276654717273,0.0,0.32143219258397143,
secondary/exploratory,hushem,resnet50,gaussian_noise,1,raw_softmax,ece,ECE,5,0.12780615486062857,0.021048210450396312,0.13218638327358637,0.26437276654717273,-0.03313675966072865,0.1592313060478612,
secondary/exploratory,hushem,resnet50,gaussian_noise,2,raw_softmax,ece,ECE,5,0.16983445339046618,0.05992057655401065,0.13218638327358637,0.26437276654717273,0.28481050153978077,0.4533036994437842,
secondary/exploratory,hushem,resnet50,gaussian_noise,3,raw_softmax,ece,ECE,5,0.17237256909651683,0.021635042917801838,0.13218638327358637,0.26437276654717273,0.3040115390687182,0.16367073810487542,
secondary/exploratory,hushem,resnet50,gaussian_noise,4,raw_softmax,ece,ECE,5,0.19371134365965897,0.02067579967374383,0.13218638327358637,0.26437276654717273,0.4654409846340549,0.15641399031964656,
secondary/exploratory,hushem,resnet50,gaussian_noise,5,raw_softmax,ece,ECE,5,0.18942280037458548,0.067892184793945,0.13218638327358637,0.26437276654717273,0.43299782990912766,0.5136095194724288,
secondary/exploratory,hushem,resnet50,gaussian_noise,0,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.41389878988265993,0.07404948582141009,0.41389878988265993,0.8277975797653199,0.0,0.17890722957272495,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,1,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.5807419955730438,0.16271459429032986,0.41389878988265993,0.8277975797653199,0.4031014580585845,0.3931265281941495,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,2,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.7174430847167969,0.17776511339599224,0.41389878988265993,0.8277975797653199,0.7333780679092866,0.42948932865058276,3.0
secondary/exploratory,hushem,resnet50,gaussian_noise,3,raw_softmax,mean_predictive_entropy,Predictive entropy,5,0.8579396367073059,0.10284695321805912,0.41389878988265993,0.8277975797653199,1.0728247042001047,0.2484833387582896,3.0
