analysis_tier,dataset,model,corruption_scope,severity,coverage,mean_risk,std_risk,n_replicates,mean_aurc,std_aurc,mean_risk_at_80,std_risk_at_80
secondary/exploratory,hushem,resnet50,clean,0,0.89,0.11625344129554656,0.08039110889245779,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.9,0.11718353576248312,0.08387846221672611,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.91,0.11744896810506567,0.08606948639350415,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.92,0.11618248905565978,0.08514093500683481,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.93,0.11491601000625391,0.08421238362192449,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.9400000000000001,0.11370940766550522,0.08332869991873905,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.9500000000000001,0.11250464576074333,0.08244552741976716,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.96,0.11645323177484261,0.08271495715104073,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.97,0.12349515166248007,0.08334645940368318,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.98,0.12913359508708344,0.08298359082917112,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,0.99,0.1318500956407933,0.0803977479360536,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,clean,0,1.0,0.13456659619450317,0.07816300968507434,5,0.05242919944015704,0.04538317534451244,0.08571428571428567,0.07284313590846836
secondary/exploratory,hushem,resnet50,equal_mean_of_7_device_corruptions,1,0.0,0.0,0.0,5,0.05685175907262231,0.0327866458215563,0.09936507936507931,0.04514134995800499
secondary/exploratory,hushem,resnet50,equal_mean_of_7_device_corruptions,1,0.01,0.0,0.0,5,0.05685175907262231,0.0327866458215563,0.09936507936507931,0.04514134995800499
secondary/exploratory,hushem,resnet50,equal_mean_of_7_device_corruptions,1,0.02,0.0,0.0,5,0.05685175907262231,0.0327866458215563,0.09936507936507931,0.04514134995800499
secondary/exploratory,hushem,resnet50,equal_mean_of_7_device_corruptions,1,0.03,0.0,0.0,5,0.05685175907262231,0.0327866458215563,0.09936507936507931,0.04514134995800499
secondary/exploratory,hushem,resnet50,equal_mean_of_7_device_corruptions,1,0.04,0.0,0.0,5,0.05685175907262231,0.0327866458215563,0.09936507936507931,0.04514134995800499
secondary/exploratory,hushem,resnet50,equal_mean_of_7_device_corruptions,1,0.05,0.0,0.0,5,0.05685175907262231,0.0327866458215563,0.09936507936507931,0.04514134995800499
