analysis_tier,dataset,model,corruption,severity,mean,std,n_replicates,method,metric
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,0.8944444444444444,0.033719979789985546,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,0.8088888888888889,0.05357583756107196,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,1,0.9700000000000001,0.020000000000000018,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,2,0.9722222222222223,0.005091750772173152,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,3,0.9677777777777777,0.008388704928078687,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,4,0.9322222222222223,0.03371997978998559,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,5,0.861111111111111,0.037466034000194125,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,1,0.9700000000000001,0.0057735026918962545,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,2,0.9111111111111111,0.050589121945920995,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,3,0.7066666666666667,0.24440403706431152,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,4,0.5933333333333333,0.20420577856662137,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,5,0.5533333333333333,0.19427929494530405,3,aps,conformal_coverage
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,1,1.5422222222222224,0.060123330037638645,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,2,1.6199999999999999,0.06359594676112981,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,3,1.8222222222222222,0.07819728137739071,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,4,1.8588888888888888,0.1001295457191627,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,5,1.9144444444444446,0.03849001794597508,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,1,1.7933333333333332,0.06489307444643921,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,2,1.8499999999999999,0.18193405398660265,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,3,1.6755555555555555,0.5619542620112358,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,4,1.6666666666666667,0.5773502691896258,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,5,1.6666666666666667,0.5773502691896258,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,illumination,1,1.5933333333333335,0.0692820323027551,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,illumination,2,1.6633333333333333,0.046188021535170036,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,illumination,3,1.74,0.06110100926607794,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,illumination,4,1.7966666666666666,0.0775313556640867,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,illumination,5,1.788888888888889,0.10782358705740551,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,jpeg,1,1.6633333333333333,0.037859388972001924,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,jpeg,2,1.731111111111111,0.054296852101646996,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,jpeg,3,1.79,0.040000000000000036,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,jpeg,4,1.8477777777777777,0.06809579309353138,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,jpeg,5,1.9033333333333335,0.13892443989449818,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,1.6877777777777776,0.06850250063021503,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,1.7944444444444443,0.08500544644860072,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,1.8844444444444444,0.03595264374969651,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,1.9377777777777776,0.0389206219736379,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,1.8933333333333333,0.11015141094572202,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,resample,1,1.6977777777777776,0.07151793351890723,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,resample,2,1.79,0.06887992773257273,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,resample,3,1.8388888888888888,0.03892062197363776,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,resample,4,1.9044444444444444,0.02795499027868699,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,resample,5,1.9111111111111112,0.07719623863414082,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,1,1.7922222222222224,0.026736020923368898,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,2,1.8699999999999999,0.07172478263783343,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,3,1.7444444444444447,0.4310882009949208,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,4,1.708888888888889,0.5042192350922732,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,5,1.6755555555555557,0.5276923907536086,3,aps,conformal_mean_set_size
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,1,0.89,0.01763834207376389,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,2,0.8911111111111111,0.015396007178390056,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,3,0.8355555555555556,0.02501851166488378,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,4,0.8055555555555557,0.044263520637871305,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,5,0.6255555555555555,0.16567482653725082,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,1,0.8388888888888889,0.022194427061597983,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,2,0.5066666666666667,0.2280594464412977,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,3,0.34777777777777774,0.04233901974057253,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,4,0.32444444444444437,0.0019245008972987368,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,5,0.3233333333333333,0.0,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,illumination,1,0.8844444444444445,0.012619796324000596,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,illumination,2,0.8622222222222223,0.007698003589194979,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,illumination,3,0.82,0.026666666666666658,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,illumination,4,0.7766666666666667,0.0688799277325728,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,illumination,5,0.6966666666666667,0.10525102269231296,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,1,0.8755555555555555,0.01575271875417536,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,2,0.8300000000000001,0.015275252316519494,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,3,0.7511111111111112,0.09453590342847014,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,4,0.6333333333333333,0.2085132556404455,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,5,0.43222222222222223,0.12066175557839054,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,0.8788888888888889,0.013471506281091315,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,0.8366666666666666,0.032145502536643174,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,0.7799999999999999,0.0448454134902457,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,0.59,0.11666666666666668,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,0.45444444444444443,0.10007404665953513,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,resample,1,0.8722222222222222,0.010715167512214413,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,resample,2,0.8666666666666667,0.012018504251546616,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,resample,3,0.8211111111111111,0.02834966849371796,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,resample,4,0.7533333333333333,0.07505553499465138,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,resample,5,0.5755555555555555,0.12047744525351964,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,1,0.8300000000000001,0.03382963855030739,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,2,0.5877777777777778,0.17714819073725108,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,3,0.40222222222222226,0.11653961335735362,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,4,0.32888888888888884,0.009622504486493797,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,5,0.3233333333333333,0.0,3,raw_softmax,accuracy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,1,0.047402089635531074,0.01255611098621262,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,2,0.044563194546434565,0.01029687249618338,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,3,0.04956804527176747,0.005827471681436707,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,4,0.06705642723374894,0.011675099184241748,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,5,0.23330738484859467,0.15189423727205156,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,1,0.07082527826229727,0.02731197144164339,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,2,0.3975536926918559,0.2622327683693258,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,3,0.5945585352513526,0.11171367978312151,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,4,0.623028958870305,0.06637896538507951,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,5,0.6194610300328997,0.06243954543537422,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,illumination,1,0.0472811455859078,0.003943969112893993,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,illumination,2,0.056329732835292724,0.006920552295032251,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,illumination,3,0.07304857687817677,0.030873493144215634,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,illumination,4,0.11605547911590992,0.07029807310281778,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,illumination,5,0.18700415382782618,0.11612048507931695,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,jpeg,1,0.04932744893762797,0.013941220223859368,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,jpeg,2,0.0712404002414809,0.014926424092933417,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,jpeg,3,0.12360699272818032,0.08228405881062101,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,jpeg,4,0.2434166683091058,0.23358074450749644,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,jpeg,5,0.44162923051251307,0.2002415474500619,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,0.0536047214931911,0.003760819271078931,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,0.060699713726838404,0.0028283159734489908,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,0.07946797172228491,0.03110694125748751,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,0.2397971834076775,0.14416741963288848,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,0.40669520490699346,0.1781528770366263,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,resample,1,0.0403135424852371,0.00443909634007148,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,resample,2,0.054734063479635435,0.004838597220547134,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,resample,3,0.07009952111376651,0.012602359608515733,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,resample,4,0.128548347916868,0.07038248527588839,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,resample,5,0.2678995617893007,0.17883369472694627,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,1,0.07756783296664553,0.018447789268642788,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,2,0.29066253910462053,0.16890279959999455,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,3,0.5068005391624238,0.21207939724395736,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,4,0.6077471738391452,0.06936912235643343,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,5,0.6250116527080536,0.07967594474615995,3,raw_softmax,ece
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,1,0.21745017170906064,0.03280983853379838,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,2,0.24630617101987198,0.030345122404703277,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,3,0.3653752903143565,0.017402866703350534,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,4,0.405261625846227,0.039800261277024435,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,5,0.4104895194371541,0.08493874795570874,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,1,0.2864434719085693,0.011301180118981765,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,2,0.2892734110355377,0.1316686457544387,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,3,0.19861445700128866,0.20913225722753737,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,4,0.19947247688348094,0.22290097195803923,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,5,0.22247150711094335,0.22573091506457169,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,illumination,1,0.22526066998640695,0.041324777995582075,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,illumination,2,0.25389629602432245,0.033281960900329054,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,illumination,3,0.2970482011636098,0.022863417294353195,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,illumination,4,0.31859743595123285,0.0358675328510842,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,illumination,5,0.3239641189575195,0.06348026416519104,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,1,0.25551730891068775,0.014855322046154171,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,2,0.29548563559850055,0.005505527491477964,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,3,0.3189232250054677,0.01840809759769413,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,4,0.33527757227420807,0.08969511274664803,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,jpeg,5,0.33553601304690045,0.19158815792562836,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,0.2788824240366617,0.013863879254256138,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,0.3253016074498494,0.013728769228593528,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,0.41856089234352106,0.027503458430482082,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,0.4418627421061198,0.06295327296178226,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,0.3683832436800003,0.17363317689214597,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,resample,1,0.29023244976997375,0.01866511216767213,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,resample,2,0.32010923822720844,0.01291163616453629,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,resample,3,0.35820354024569195,0.009093429568424058,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,resample,4,0.3803066611289978,0.03141118556301271,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,resample,5,0.40977729360262555,0.12700738579360357,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,1,0.3080163995424906,0.02824465468219987,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,2,0.3475848138332367,0.049845461635168786,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,3,0.2517266993721326,0.22810957390402314,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,4,0.2364880396053195,0.20939039042570531,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,5,0.19020175832944608,0.2746299812494134,3,raw_softmax,mean_predictive_entropy
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,1,0.05416666666666664,0.014433756729740645,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,2,0.0569444444444444,0.013393959390268006,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,3,0.09305555555555554,0.019690898442719203,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,4,0.13888888888888887,0.044940804687120646,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,defocus_blur,5,0.3208333333333333,0.18915932438026947,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,1,0.08888888888888886,0.03127313958110473,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,2,0.4486111111111111,0.22974674059671626,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,3,0.6097222222222222,0.03640372895022543,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,4,0.6333333333333333,0.02319901817845845,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,gaussian_noise,5,0.6986111111111111,0.010485881160098291,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,illumination,1,0.06111111111111106,0.016839382851364063,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,illumination,2,0.0708333333333333,0.011023963796102454,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,illumination,3,0.09861111111111108,0.03592365876771549,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,illumination,4,0.1708333333333333,0.07916666666666666,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,illumination,5,0.2583333333333333,0.12916666666666662,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,jpeg,1,0.06805555555555554,0.01878854063676206,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,jpeg,2,0.1111111111111111,0.019245008972987504,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,jpeg,3,0.18333333333333335,0.09213893494789992,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,jpeg,4,0.3138888888888889,0.23549347321300843,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,jpeg,5,0.5041666666666667,0.10921118685067632,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,1,0.08055555555555549,0.002405626121623463,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,2,0.0930555555555555,0.002405626121623456,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,3,0.16249999999999995,0.05204164998665332,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,4,0.37361111111111106,0.14107310293025516,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,motion_blur,5,0.5180555555555556,0.11306442771630174,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,1,0.06805555555555554,0.004811252243246865,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,2,0.07916666666666662,0.004166666666666654,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,3,0.1083333333333333,0.018162078931419454,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,4,0.1958333333333333,0.07228896488707283,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,resample,5,0.3874999999999999,0.1393810723639811,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,1,0.10277777777777776,0.01339395939026799,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,2,0.38611111111111107,0.20005786200034267,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,3,0.5388888888888889,0.10226033407888872,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,4,0.6291666666666668,0.0253448438762426,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,mobilenet_v3_large,shot_noise,5,0.7125,0.018162078931419412,3,raw_softmax,risk_at_80_coverage
secondary/exploratory,smids,resnet50,defocus_blur,1,0.9786666666666667,0.012605113600792668,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,defocus_blur,2,0.9753333333333334,0.016431676725154915,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,defocus_blur,3,0.9806666666666667,0.012560962454277827,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,defocus_blur,4,0.984,0.010381607668264889,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,defocus_blur,5,0.9866666666666667,0.0033333333333334103,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,gaussian_noise,1,0.9813333333333333,0.007673909622147467,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,gaussian_noise,2,0.97,0.004082482904638628,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,gaussian_noise,3,0.892,0.02824496021908645,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,gaussian_noise,4,0.8066666666666666,0.04988876515698591,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,gaussian_noise,5,0.7453333333333333,0.050144236403044835,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,illumination,1,0.9773333333333334,0.007958224257542173,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,illumination,2,0.9773333333333334,0.00924962461700773,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,illumination,3,0.9786666666666667,0.007673909622147506,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,illumination,4,0.9766666666666668,0.004082482904638628,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,illumination,5,0.96,0.008164965809277253,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,jpeg,1,0.9786666666666666,0.012823589374447483,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,jpeg,2,0.9826666666666668,0.010110500592068684,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,jpeg,3,0.9806666666666665,0.012337837015547784,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,jpeg,4,0.9806666666666668,0.005962847939999459,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,jpeg,5,0.874,0.06304319506849605,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,motion_blur,1,0.9813333333333333,0.01282358937444757,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,motion_blur,2,0.9800000000000001,0.0117851130197758,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,motion_blur,3,0.9846666666666668,0.007673909622147535,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,motion_blur,4,0.9540000000000001,0.010381607668264969,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,motion_blur,5,0.892,0.02193424516848274,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,resample,1,0.978,0.01609002451486291,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,resample,2,0.9793333333333333,0.013207741837439247,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,resample,3,0.9846666666666668,0.012156388352540268,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,resample,4,0.9846666666666668,0.005055250296034364,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,resample,5,0.9713333333333333,0.008366600265340666,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,shot_noise,1,0.9786666666666667,0.012823589374447547,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,shot_noise,2,0.9800000000000001,0.007071067811865481,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,shot_noise,3,0.9560000000000001,0.00983192080250171,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,shot_noise,4,0.8173333333333334,0.033532736906558135,5,aps,conformal_coverage
secondary/exploratory,smids,resnet50,shot_noise,5,0.6279999999999999,0.05833809504374767,5,aps,conformal_coverage
